"codigo_hs","product_name_en","nombre_producto_es","seccion_atlas","seccion_2_digitos","indice_de_complejidad_de_producto_icp","ranking_de_complejidad_producto","tendencia_mercado","potencial_exportador","fob_misiones","vcr_misiones","compatibilidad_con_misiones","valor_estrategico_para_misiones","indice_recuperacion_de_posiciones_misiones","indice_oportunidades_cercanas_misiones","indice_objetivos_factibles_misiones","indice_apuestas_ambiciosas_misiones","top_20_criterios_misiones","empleo","empresas","tasa_fem"
"910229","Wrist-watch, base-metal case, hand wound","Los demas relojes de pulsera, excepto automaticos.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.21566","2110","Creció mucho / Creció","7856351.66940","0.00000","0.00000","-0.54653","-0.36035","0","-0.43307","-0.34754","-0.27220","","0","0","0.12582"
"910291","Pocket-watch, base-metal case, battery","Relojes de bolsillo o similares, de pilas o de acumuladores.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.31131","1927","Decreció / Decreció","509257.90164","0.00038","0.00000","-0.01684","1.16475","0","0.25229","0.34419","0.59691","","0","0","0.12582"
"910299","Pocket-watch, base-metal case, non-battery","Los demas relojes de bolsillo y similares, excepto de pilas o acumulad","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.40028","1781","Creció / Se mantuvo","3136910.55191","0.00000","0.00000","-1.36201","-0.19209","0","-0.95180","-0.71707","-0.39497","","0","0","0.12582"
"910310","Clocks, with hands battery","Despertadores y demas relojes con pequeno mecanismo de relojeria, de p","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.73054","1233","Creció / Creció","441671.33060","0.00000","0.00000","-1.03073","1.20138","0","-0.40818","-0.12045","0.41404","","0","0","0.12582"
"910390","Clocks, with hands nes","Los demas despertadores y relojes con pequeno mecanismo de relojeria.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","-0.03418","2502","Creció / Creció","446023.96448","0.00000","0.00000","-1.16187","-0.48113","0","-0.91295","-0.76615","-0.57362","","0","0","0.12582"
"910400","Panel clocks for vehicles/aircraft","Relojes de tablero de instrumentos y relojes similares para automovile","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.80324","1108","Creció / Creció","1062277.85519","0.00000","0.00000","-1.16743","0.25677","0","-0.68552","-0.41725","-0.03387","","0","0","0.12582"
"910511","Alarm clocks, battery","Despertadores, de pila, de acumulador o con conexion a la red electric","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.43959","1715","Decreció / Decreció","1979687.12568","0.00000","0.00000","-2.02455","-1.90477","0","-1.75418","-1.50178","-1.35462","","0","0","0.12582"
"910519","Alarm clocks, non-electric","Los demas relojes despertadores, excepto los que lleven pequeno mecani","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.47699","1661","Decreció / Decreció","174277.21311","0.00000","0.00000","-1.28613","0.21720","0","-0.80915","-0.55767","-0.16885","","0","0","0.12582"
"910521","Wall clocks, battery","Relojes de pendulo y de pared , de pila, de acumulador o con conexion","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.26510","2000","Decreció / Decreció","3826357.43716","0.02948","0.00000","-1.60901","-1.38557","0","-1.37691","-1.17833","-1.03994","","0","0","0.12582"
"910529","Wall clocks, non-electric","Los demas relojes de pendulo y de pared, excepto con pequeno mecanismo","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.04488","2386","Decreció / Decreció","552475.40164","0.00000","0.00000","-0.89777","1.07343","0","-0.40926","-0.21644","0.22493","","0","0","0.12582"
"910591","Clocks, nes, battery","Los demas relojes, de pilas, acumulador o conexion de red electrica, e","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.09627","659","Decreció / Decreció","915749.16667","0.00000","0.00000","-1.38418","-0.35804","0","-0.93091","-0.63156","-0.30231","","0","0","0.12582"
"910599","Clocks, nes, non-electric","Los demas relojes, excepto los que lleven pequeno mecanismo.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.53246","1570","Creció / Se mantuvo","603571.37978","0.00000","0.00000","-1.01528","-0.22707","0","-0.70286","-0.50868","-0.27365","","0","0","0.12582"
"910610","Time-registers, time-recorders","Registradores de asistencia; fechadores y contadores, con mecanismo re","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.33951","1882","Creció / Se mantuvo","1008773.57923","0.00000","0.00000","-1.04598","0.19713","0","-0.65881","-0.45810","-0.14021","","0","0","0.12582"
"910690","Time of day recorders, nes","Los demas aparatos de control de tiempo y contadores de tiempo,mecanis","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.41485","1754","Decreció / Decreció","1044506.03005","3.81643","0.00081","-0.01275","0.37123","0","0.10681","0.16877","0.26694","","0","0","0.12582"
"910700","Time switches","Interruptores horarios y demas aparatos que permitan accionar un dispo","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.50827","1618","Decreció / Decreció","2233472.66120","1.29068","0.00013","-0.34329","1.19107","0","0.04874","0.21061","0.56006","","0","0","0.12582"
"910811","Watch movements, battery mechanical display","Pequenos mecanismo relojeria,completos y montados,de pilas o de acumul","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.76161","91","Decreció mucho / Decreció mucho","5137823.68306","0.00000","0.00000","-2.34803","-1.82767","0","-1.83300","-1.39601","-1.08646","","0","0","0.12582"
"910812","Watch movement, battery, opto-electric display","Pequeno mecanismo relojeria,completos montados,de pilas o de acumulado","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.99968","811","Creció / Se mantuvo","185363.14481","0.00000","0.00000","-1.98720","-1.24802","0","-1.54067","-1.20503","-0.90785","","0","0","0.12582"
"910819","Watch movement, battery nes","Los demas pequenos mecanismos de relojeria, completos,montados,de pila","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.37877","336","Decreció / Decreció","184595.69126","0.00000","0.00000","-1.62577","-0.21061","0","-1.04228","-0.67107","-0.23781","","0","0","0.12582"
"910820","Watch movements, auto-winding","Pequenos mecanismos de relojeria,completos y montados, automaticos.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.77217","88","Decreció / Decreció","2243079.04372","0.00000","0.00000","-2.09595","-1.27175","0","-1.54430","-1.11628","-0.75803","","0","0","0.12582"
"910899","Watch movements, nes","Los demas pequenos mecanismos de relojeria,completos y montados.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.09503","663","Creció / Se mantuvo","699004.23224","0.00000","0.00000","-1.91480","-0.68136","0","-1.36713","-1.00447","-0.60729","","0","0","0.12582"
"910919","Clock movements, battery nes","Los demas mecanismos de relojeria, completos,montados,de pilas, de acu","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","-0.53913","3246","Decreció / Decreció","280690.29508","0.00000","0.00000","-1.19797","-0.49755","0","-0.99200","-0.89109","-0.71807","","0","0","0.12582"
"910990","Clock movements, non-battery","Los demas mecanismos de relojeria,completos y montados,excep.pequenos","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","-0.28025","2881","Creció / Creció","242538.75956","0.00000","0.00000","-1.36646","-0.37512","0","-1.05957","-0.90138","-0.64881","","0","0","0.12582"
"911011","Watch movements, un/partly assembled","Pequenos mecanismos completos,sin montar o parcialmente montados (chab","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.56292","1514","Decreció / Decreció","1494300.97814","0.00000","0.00000","-1.78029","-0.95187","0","-1.38029","-1.10454","-0.82170","","0","0","0.12582"
"911012","Incomplete watch movements, assembled","Pequenos mecanismos de relojeria, incompletos, montados.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.98750","828","Creció / Se mantuvo","760403.50000","0.00000","0.00000","-1.96716","-0.07006","0","-1.29228","-0.90196","-0.37480","","0","0","0.12582"
"911019","Rough movements of watches","Pequenos mecanismos relojeria en blanco (ebauches).","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.99517","40","Decreció / Se mantuvo","210591.90710","0.00000","0.00000","-2.29920","-1.59119","0","-1.72816","-1.26332","-0.90700","","0","0","0.12582"
"911090","Clock movements, un/partly assembled","Los demas mecanismos de relojeria completos,sin montar o parcialmente","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.16124","583","Se mantuvo / Se mantuvo","193562.59290","0.00000","0.00000","-1.58182","1.29174","0","-0.73280","-0.31482","0.39705","","0","0","0.12582"
"911110","Watch cases of/clad with precious metal","Cajas de relojes, de metales preciosos o chapados de metales preciosos","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.84983","1023","Decreció / Decreció","405123.48361","0.00000","0.00000","-1.15579","-0.92855","0","-0.90978","-0.69785","-0.55213","","0","0","0.12582"
"911120","Watch cases of base metal","Cajas de relojes, de metales comunes, incluso dorados y plateados.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.84016","1046","Se mantuvo / Decreció","5257863.17213","0.00000","0.00000","-2.09100","-1.00334","0","-1.58035","-1.23285","-0.86876","","0","0","0.12582"
"911180","Watch cases, nes","Las demas cajas de relojes.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.70984","107","Creció / Creció","886088.41803","0.00000","0.00000","-2.24137","-0.59169","0","-1.51631","-1.03871","-0.51121","","0","0","0.12582"
"911190","Parts of watch cases","Partes de cajas de relojes.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","-0.16760","2716","Decreció / Decreció","2250759.40984","0.00000","0.00000","-1.46589","-0.07369","0","-1.05762","-0.85818","-0.51482","","0","0","0.12582"
"911280","Clock cases, except metal","Las demas cajas y similares para aparatos de relojeria.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","-0.29988","2917","Se mantuvo / Se mantuvo","126227.24863","0.00000","0.00000","-1.39957","-0.95369","0","-1.20042","-1.06816","-0.92400","","0","0","0.12582"
"911290","Parts of clock cases","Partes de cajas y similares para aparatos de relojeria.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","-0.10267","2600","Decreció / Se mantuvo","66742.89891","0.00000","0.00000","-1.15445","-0.07150","0","-0.83268","-0.67335","-0.40418","","0","0","0.12582"
"911310","Watch straps, of/clad with precious metal","Pulsera para relojes y sus partes,de metales preciosos o de chapados d","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.18424","558","Decreció / Decreció","1538467.58470","0.00000","0.00000","-1.89162","-1.26521","0","-1.45875","-1.11984","-0.84077","","0","0","0.12582"
"911320","Base metal watch straps","Pulsera para relojes y sus partes,de metales comunes,incluso doradas o","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","-0.06477","2544","Creció / Decreció","5078559.31148","0.00000","0.00000","-1.69182","0.04564","0","-1.18162","-0.93204","-0.50320","","0","0","0.12582"
"911390","Leather/plastic watch straps","Las demas pulseras para relojes y sus partes.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","-0.21470","2792","Creció / Decreció","5359482.30055","0.00000","0.00000","-1.22706","0.45576","0","-0.78926","-0.60388","-0.21670","","s.d.","s.d.","0.42078"
